file_name,extracted_name,label
Microwave _ 1530022143451_3.wav,Microwave ,1
Microwave _ 1530022143451_4.wav,Microwave ,1
Microwave _ 1530022206161_1.wav,Microwave ,1
Microwave _ 1530022206161_2.wav,Microwave ,1
Microwave _ 1530022206161_3.wav,Microwave ,1
Microwave _ 1530022206161_4.wav,Microwave ,1
Microwave _ 1530093328303_1.wav,Microwave ,1
Microwave _ 1530093328303_2.wav,Microwave ,1
Microwave _ 1530093328303_3.wav,Microwave ,1
Microwave _ 1530093376887_1.wav,Microwave ,1
Microwave _ 1530093376887_2.wav,Microwave ,1
Microwave _ 1530093376887_3.wav,Microwave ,1
Microwave _ 1530093424482_1.wav,Microwave ,1
Microwave _ 1530093424482_2.wav,Microwave ,1
Microwave _ 1530093424482_3.wav,Microwave ,1
Microwave _ 1530172576793_1.wav,Microwave ,1
Microwave _ 1530172576793_2.wav,Microwave ,1
Microwave _ 1530172576793_3.wav,Microwave ,1
Microwave _ 1530283353232_1.wav,Microwave ,1
Microwave _ 1530283353232_2.wav,Microwave ,1
Microwave _ 1530283353232_3.wav,Microwave ,1
Microwave _ 1530283396016_1.wav,Microwave ,1
Microwave _ 1530283396016_2.wav,Microwave ,1
Microwave _ 1530283396016_3.wav,Microwave ,1
Microwave _ 1530283443491_1.wav,Microwave ,1
Microwave _ 1530283443491_2.wav,Microwave ,1
Microwave _ 1530283443491_3.wav,Microwave ,1
Microwave _ 1530348874125_1.wav,Microwave ,1
Microwave _ 1530348874125_2.wav,Microwave ,1
Microwave _ 1530348874125_3.wav,Microwave ,1
Microwave _ 1530348926238_1.wav,Microwave ,1
Microwave _ 1530348926238_2.wav,Microwave ,1
Microwave _ 1530348926238_3.wav,Microwave ,1
Microwave _ 1530348979466_1.wav,Microwave ,1
Microwave _ 1530348979466_2.wav,Microwave ,1
Microwave _ 1530348979466_3.wav,Microwave ,1
Microwave _ 1530727501591_1.wav,Microwave ,1
Microwave _ 1530727501591_2.wav,Microwave ,1
Microwave _ 1530727501591_3.wav,Microwave ,1
Microwave _ 1530727501591_4.wav,Microwave ,1
Microwave _ 1530727557366_1.wav,Microwave ,1
Microwave _ 1530727557366_2.wav,Microwave ,1
Microwave _ 1530727557366_3.wav,Microwave ,1
Microwave _ 1530727557366_4.wav,Microwave ,1
Microwave _ 1530727626055_1.wav,Microwave ,1
Microwave _ 1530727626055_2.wav,Microwave ,1
Microwave _ 1530727626055_3.wav,Microwave ,1
Microwave _ 1530727626055_4.wav,Microwave ,1
Music _ 1529517530505_1.wav,Music ,1
Music _ 1529517530505_2.wav,Music ,1
Music _ 1529517530505_3.wav,Music ,1
Music _ 1529517530505_4.wav,Music ,1
Music _ 1529517595438_1.wav,Music ,1
Music _ 1529517595438_2.wav,Music ,1
Music _ 1529517595438_3.wav,Music ,1
Music _ 1529517595438_4.wav,Music ,1
Music _ 1529517673883_1.wav,Music ,1
Music _ 1529517673883_2.wav,Music ,1
Music _ 1529517673883_3.wav,Music ,1
Music _ 1529517673883_4.wav,Music ,1
Music _ 1529599385480_1.wav,Music ,1
Music _ 1529599385480_2.wav,Music ,1
Music _ 1529599385480_3.wav,Music ,1
Music _ 1529776953570_1.wav,Music ,1
Music _ 1529776953570_2.wav,Music ,1
Music _ 1529776953570_3.wav,Music ,1
Music _ 1529777963017_1.wav,Music ,1
Music _ 1529777963017_2.wav,Music ,1
Music _ 1529777963017_3.wav,Music ,1
Music _ 1529778028540_1.wav,Music ,1
Music _ 1529778028540_2.wav,Music ,1
Music _ 1529778028540_3.wav,Music ,1
Music _ 1529778381394_1.wav,Music ,1
Music _ 1529778381394_2.wav,Music ,1
Music _ 1529778381394_3.wav,Music ,1
Music _ 1529938766264_1.wav,Music ,1
Music _ 1529938766264_2.wav,Music ,1
Music _ 1529938766264_3.wav,Music ,1
Music _ 1529938766264_4.wav,Music ,1
Music _ 1529938829607_1.wav,Music ,1
Music _ 1529938829607_2.wav,Music ,1
Music _ 1529938829607_3.wav,Music ,1
Music _ 1529938829607_4.wav,Music ,1
Music _ 1529938893326_1.wav,Music ,1
Music _ 1529938893326_2.wav,Music ,1
Music _ 1529938893326_3.wav,Music ,1
Music _ 1529939831374_1.wav,Music ,1
Music _ 1529939831374_2.wav,Music ,1
Music _ 1529939831374_3.wav,Music ,1
Music _ 1529939831374_4.wav,Music ,1
Music _ 1529939894692_1.wav,Music ,1
Music _ 1529939894692_2.wav,Music ,1
Music _ 1529939894692_3.wav,Music ,1
Music _ 1529939894692_4.wav,Music ,1
Music _ 1529939957202_1.wav,Music ,1
Music _ 1529939957202_2.wav,Music ,1
Music _ 1529939957202_3.wav,Music ,1
Music _ 1529939957202_4.wav,Music ,1
Music _ 1529951268310_1.wav,Music ,1
Music _ 1529951268310_2.wav,Music ,1
Music _ 1529951268310_3.wav,Music ,1
Music _ 1529951347805_1.wav,Music ,1
Music _ 1529951347805_2.wav,Music ,1
Music _ 1529951347805_3.wav,Music ,1
Music _ 1529951449137_1.wav,Music ,1
Music _ 1529951449137_2.wav,Music ,1
Music _ 1529951449137_3.wav,Music ,1
Music _ 1529951449137_4.wav,Music ,1
Music _ 1530028711763_1.wav,Music ,1
Music _ 1530028711763_2.wav,Music ,1
Music _ 1530028711763_3.wav,Music ,1
Music _ 1530028711763_4.wav,Music ,1
Music _ 1530028774830_1.wav,Music ,1
Music _ 1530028774830_2.wav,Music ,1
Music _ 1530028774830_3.wav,Music ,1
Music _ 1530028774830_4.wav,Music ,1
Music _ 1530028818117_1.wav,Music ,1
Music _ 1530028818117_2.wav,Music ,1
Music _ 1530028818117_3.wav,Music ,1
Music _ 1530028880966_1.wav,Music ,1
Music _ 1530028880966_2.wav,Music ,1
Music _ 1530028880966_3.wav,Music ,1
Music _ 1530028987660_1.wav,Music ,1
Music _ 1530028987660_2.wav,Music ,1
Music _ 1530028987660_3.wav,Music ,1
Music _ 1530028987660_4.wav,Music ,1
Music _ 1530042650943_1.wav,Music ,1
Music _ 1530042650943_2.wav,Music ,1
Music _ 1530042650943_3.wav,Music ,1
Music _ 1530042650943_4.wav,Music ,1
Music _ 1530042713821_1.wav,Music ,1
Music _ 1530042713821_2.wav,Music ,1
Music _ 1530042713821_3.wav,Music ,1
Music _ 1530089690878_1.wav,Music ,1
Music _ 1530089690878_2.wav,Music ,1
Music _ 1530089690878_3.wav,Music ,1
Music _ 1530089744585_1.wav,Music ,1
Music _ 1530089744585_2.wav,Music ,1
Music _ 1530089744585_3.wav,Music ,1
Music _ 1530090277419_1.wav,Music ,1
Music _ 1530090277419_2.wav,Music ,1
Music _ 1530090277419_3.wav,Music ,1
Music _ 1530091302929_1.wav,Music ,1
Music _ 1530091302929_2.wav,Music ,1
Music _ 1530091368640_1.wav,Music ,1
Music _ 1530091368640_2.wav,Music ,1
Music _ 1530091368640_3.wav,Music ,1
Music _ 1530091440385_1.wav,Music ,1
Music _ 1530091440385_2.wav,Music ,1
Music _ 1530282867882_1.wav,Music ,1
Music _ 1530282867882_2.wav,Music ,1
Music _ 1530282867882_3.wav,Music ,1
Music _ 1530282917376.wav,Music ,1
Music _ 1530350351597_1.wav,Music ,1
Music _ 1530350351597_2.wav,Music ,1
Music _ 1530350351597_3.wav,Music ,1
Music _ 1530350401153_1.wav,Music ,1
Music _ 1530350401153_2.wav,Music ,1
Music _ 1530350401153_3.wav,Music ,1
Music _ 1530350450020_1.wav,Music ,1
Music _ 1530350450020_2.wav,Music ,1
Music _ 1530350450020_3.wav,Music ,1
Music _ 1530708437147_1.wav,Music ,1
Music _ 1530708437147_2.wav,Music ,1
Music _ 1530708437147_3.wav,Music ,1
Music _ 1530708437147_4.wav,Music ,1
Music _ 1530708529845_1.wav,Music ,1
Music _ 1530708529845_2.wav,Music ,1
Music _ 1530708529845_3.wav,Music ,1
Music _ 1530708644652_1.wav,Music ,1
Music _ 1530708644652_2.wav,Music ,1
Music _ 1530708644652_3.wav,Music ,1
Music _ 1530708644652_4.wav,Music ,1
Music _ 1558092036548.wav,Music ,1
Music _ 1558092193248.wav,Music ,1
Music _ 1558092305867.wav,Music ,1
Music _ 1558092417827.wav,Music ,1
Music _ 1558092616908.wav,Music ,1
Music _ 1558092762511.wav,Music ,1
Music _ 1558093053008.wav,Music ,1
Music _ 1558093218630.wav,Music ,1
Music _ 1558093547275.wav,Music ,1
Music _ 1558093645033.wav,Music ,1
Music _ 1558260451860.wav,Music ,1
Music _ 1558260514242.wav,Music ,1
Music _ 1558260574654.wav,Music ,1
Music _ 1558262477966.wav,Music ,1
Music _ 1558869802925.wav,Music ,1
Music _ 1558869847184.wav,Music ,1
Music _ 1558869921482.wav,Music ,1
Music _ 1558869967069.wav,Music ,1
Music _ 1558870007014.wav,Music ,1
Music _ 1558870060662.wav,Music ,1
Music _ 1558870270959.wav,Music ,1
Music _ 1558956405349.wav,Music ,1
Music _ 1558956609913.wav,Music ,1
Music _ 1558956637715.wav,Music ,1
Music _ 1558956694415.wav,Music ,1
Music _ 1558956729174.wav,Music ,1
Music _ 1558956760415.wav,Music ,1
Music _ 1558956862094.wav,Music ,1
Music _ 1558956895673.wav,Music ,1
Music _ 1558956932536.wav,Music ,1
Music _ 1558956982753.wav,Music ,1
Music _ 1558957015466.wav,Music ,1
Music _ 1558957085484.wav,Music ,1
Music _ 1558957119594.wav,Music ,1
Music _ 1558957175213.wav,Music ,1
Music _ 1558957216083.wav,Music ,1
Music _ 1558957310604.wav,Music ,1
Music _ 1558957361652.wav,Music ,1
Music _ 1558957396644.wav,Music ,1
Music _ 1558957497693.wav,Music ,1
Music _ 1558957528763.wav,Music ,1
Music _ 1558957568093.wav,Music ,1
Music _ 1558957629313.wav,Music ,1
Music _ 1558957662533.wav,Music ,1
Music _ 1559065430587.wav,Music ,1
Music _ 1559065464286.wav,Music ,1
Music _ 1559065727840.wav,Music ,1
Music _ 1559065763692.wav,Music ,1
Music _ 1559065791546.wav,Music ,1
Music _ 1559065935433.wav,Music ,1
Music _ 1559065967051.wav,Music ,1
Music _ 1559226372401.wav,Music ,1
Music _ 1559226406234.wav,Music ,1
Music _ 1559226446289.wav,Music ,1
Music _ 1559226490523.wav,Music ,1
Music _ 1559226529331.wav,Music ,1
Music _ 1559226563768.wav,Music ,1
Music _ 1559226634567.wav,Music ,1
Music _ 1559226672304.wav,Music ,1
Music _ 1559226707309.wav,Music ,1
Music _ 1559226755460.wav,Music ,1
Music _ 1559231858565.wav,Music ,1
Music _ 1559232230980.wav,Music ,1
Music _ 1559232610089.wav,Music ,1
Music _ 1559232663617.wav,Music ,1
Music _ 1559232696120.wav,Music ,1
Music _ 1559232771899.wav,Music ,1
Music _ 1559232797470.wav,Music ,1
Music _ 1559232973246.wav,Music ,1
Music _ 1559233000812.wav,Music ,1
Music _ 1559233303963.wav,Music ,1
Music _ 1559233344702.wav,Music ,1
Music _ 1559233454117.wav,Music ,1
Music _ 1559256625241.wav,Music ,1
Music _ 1559256669280.wav,Music ,1
Music _ 1559256705087.wav,Music ,1
Music _ 1559256736745.wav,Music ,1
Music _ 1559256762258.wav,Music ,1
Music _ 1559256787746.wav,Music ,1
Music _ 1559256813408.wav,Music ,1
Music _ 1559256837245.wav,Music ,1
Music _ 1559256861070.wav,Music ,1
Music _ 1559256887733.wav,Music ,1
Music _ 1559256913316.wav,Music ,1
Music _ 1559286445660.wav,Music ,1
Music _ 1559286486658.wav,Music ,1
Music _ 1559286531966.wav,Music ,1
Music _ 1559286557386.wav,Music ,1
Music _ 1559286590541.wav,Music ,1
Music _ 1559293188341.wav,Music ,1
Music _ 1559293214439.wav,Music ,1
Music _ 1559293266194.wav,Music ,1
Music _ 1559293297252.wav,Music ,1
Music _ 1559293334205.wav,Music ,1
Music _ 1559743340111.wav,Music ,1
Music _ 1559743369970.wav,Music ,1
Music _ 1559743399937.wav,Music ,1
Music _ 1559743441407.wav,Music ,1
Music _ 1559743471197.wav,Music ,1
Music _ 1559743500072.wav,Music ,1
Music _ 1559743559620.wav,Music ,1
Music _ 1559743590130.wav,Music ,1
Music _ 1559743619480.wav,Music ,1
Music _ 1559743648110.wav,Music ,1
people _ 1528795663667_1.wav,people ,1
people _ 1528795663667_2.wav,people ,1
people _ 1528795663667_3.wav,people ,1
people _ 1529936617170_1.wav,people ,1
people _ 1529936617170_2.wav,people ,1
people _ 1529936617170_3.wav,people ,1
people _ 1557835944614.wav,people ,1
people _ 1557836294058.wav,people ,1
people _ 1557836524933.wav,people ,1
people _ 1557836569639.wav,people ,1
people _ 1557836569691.wav,people ,1
people _ 1557836761238.wav,people ,1
people _ 1557836796432.wav,people ,1
people _ 1557836925989.wav,people ,1
people _ 1557924778967.wav,people ,1
people _ 1557924832123.wav,people ,1
people _ 1557924891433.wav,people ,1
people _ 1557925006523.wav,people ,1
people _ 1557925064932.wav,people ,1
people _ 1558469462817_1.wav,people ,1
people _ 1558469462817_2.wav,people ,1
people _ 1558469462817_3.wav,people ,1
people _ 1558469462817_4.wav,people ,1
people _ 1558469561912.wav,people ,1
people _ 1558469654203.wav,people ,1
people _ 1558469761598.wav,people ,1
people _ 1558469825284.wav,people ,1
people _ 1558469880519.wav,people ,1
people _ 1558469930147.wav,people ,1
people _ 1558469976738.wav,people ,1
people _ 1558470029756.wav,people ,1
people _ 1558470081812.wav,people ,1
people _ 1558470138131.wav,people ,1
people _ 1558470217526.wav,people ,1
people _ 1558470280166.wav,people ,1
people _ 1559067217853.wav,people ,1
people _ 1559067239085.wav,people ,1
people _ 1559067268753.wav,people ,1
people _ 1559067303224.wav,people ,1
people _ 1559067359525.wav,people ,1
people _ 1559149291247.wav,people ,1
people _ 1559234844534.wav,people ,1
people _ 1559234920240.wav,people ,1
people _ 1559234956165.wav,people ,1
people _ 1559234992564.wav,people ,1
people _ 1559235029082.wav,people ,1
people _ 1559235119181.wav,people ,1
people _ 1559235153327.wav,people ,1
people _ 1559235187574.wav,people ,1
people _ 1559288110792.wav,people ,1
people _ 1559288137746.wav,people ,1
people _ 1559288167805.wav,people ,1
people _ 1559288200799.wav,people ,1
people _ 1559288243426.wav,people ,1
people _ 1559294130099.wav,people ,1
people _ 1559302107309.wav,people ,1
people _ 1559302515769.wav,people ,1
people _ 1559302638594.wav,people ,1
people _ 1559302663809.wav,people ,1
people _ 1559302685615.wav,people ,1
people _ 1559302708769.wav,people ,1
people _ 1559302733500.wav,people ,1
people _ 1559302756443.wav,people ,1
people _ 1559302777610.wav,people ,1
people _ 1559302806787.wav,people ,1
people _ 1559302829567.wav,people ,1
people _ 1559304044107.wav,people ,1
people _ 1559304187836.wav,people ,1
people _ 1559304214175.wav,people ,1
people _ 1559304237821.wav,people ,1
people _ 1559304258065.wav,people ,1
people _ 1559304279189.wav,people ,1
people _ 1559304302134.wav,people ,1
people _ 1559304329436.wav,people ,1
people _ 1559304351878.wav,people ,1
people _ 1559304378622.wav,people ,1
people _ 1559304399784.wav,people ,1
people _ 1560184686893.wav,people ,1
people _ 1560184724681.wav,people ,1
people _ 1560184751363.wav,people ,1
people _ 1560184783393.wav,people ,1
people _ 1560184812418.wav,people ,1
people _ 1560184858427.wav,people ,1
people _ 1560184900850.wav,people ,1
people _ 1560184930165.wav,people ,1
people _ 1560184960130.wav,people ,1
people _ 1560184994402.wav,people ,1
people _ 1560602189685.wav,people ,1
people _ 1560602219396.wav,people ,1
people _ 1560602248733.wav,people ,1
people _ 1560602280082.wav,people ,1
people _ 1560602423323.wav,people ,1
people _ 1560602470089.wav,people ,1
people _ 1560602498487.wav,people ,1
people _ 1560602560287.wav,people ,1
people _ 1560602590299.wav,people ,1
people _ 1560602623597.wav,people ,1
people _ 1560602660493.wav,people ,1
quiet _ 10_CSLvl0_1567153839680.wav,quiet ,0
quiet _ 10_CSLvl0_1567153992635.wav,quiet ,0
quiet _ 10_CSLvl0_1567154135204.wav,quiet ,0
quiet _ 10_CSLvl0_1567154278151.wav,quiet ,0
quiet _ 10_CSLvl0_1567154419979.wav,quiet ,0
quiet _ 10_CSLvl0_1567154551862.wav,quiet ,0
quiet _ 11_CSLvl0_1567161732817.wav,quiet ,0
quiet _ 11_CSLvl0_1567161855284.wav,quiet ,0
quiet _ 11_CSLvl0_1567161978136.wav,quiet ,0
quiet _ 11_CSLvl0_1567162094980.wav,quiet ,0
quiet _ 11_CSLvl0_1567162220156.wav,quiet ,0
quiet _ 11_CSLvl0_1567162344774.wav,quiet ,0
quiet _ 12_CSLvl0_1567408687091.wav,quiet ,0
quiet _ 12_CSLvl0_1567408821691.wav,quiet ,0
quiet _ 12_CSLvl0_1567408958540.wav,quiet ,0
quiet _ 12_CSLvl0_1567409080760.wav,quiet ,0
quiet _ 12_CSLvl0_1567409211560.wav,quiet ,0
quiet _ 12_CSLvl0_1567409344963.wav,quiet ,0
quiet _ 13_CSLvl0_1567413650184.wav,quiet ,0
quiet _ 13_CSLvl0_1567413782241.wav,quiet ,0
quiet _ 13_CSLvl0_1567413909612.wav,quiet ,0
quiet _ 13_CSLvl0_1567414038184.wav,quiet ,0
quiet _ 13_CSLvl0_1567414165042.wav,quiet ,0
quiet _ 13_CSLvl0_1567414299459.wav,quiet ,0
quiet _ 14_CSLvl0_1567418991244.wav,quiet ,0
quiet _ 14_CSLvl0_1567419108119.wav,quiet ,0
quiet _ 14_CSLvl0_1567419221562.wav,quiet ,0
quiet _ 14_CSLvl0_1567419336157.wav,quiet ,0
quiet _ 14_CSLvl0_1567419444815.wav,quiet ,0
quiet _ 14_CSLvl0_1567419556635.wav,quiet ,0
quiet _ 1529665145174_1.wav,quiet ,0
quiet _ 1529665145174_2.wav,quiet ,0
quiet _ 1529665145174_3.wav,quiet ,0
quiet _ 1529665193016_1.wav,quiet ,0
quiet _ 1529665193016_2.wav,quiet ,0
quiet _ 1529665193016_3.wav,quiet ,0
quiet _ 1529665261562_1.wav,quiet ,0
quiet _ 1529665261562_2.wav,quiet ,0
quiet _ 1529665261562_3.wav,quiet ,0
quiet _ 1529665309375_1.wav,quiet ,0
quiet _ 1529665309375_2.wav,quiet ,0
quiet _ 1529665309375_3.wav,quiet ,0
quiet _ 1530003392641_1.wav,quiet ,0
quiet _ 1530003392641_2.wav,quiet ,0
quiet _ 1530003392641_3.wav,quiet ,0
quiet _ 1530093050362_1.wav,quiet ,0
quiet _ 1530093050362_2.wav,quiet ,0
quiet _ 1530093050362_3.wav,quiet ,0
quiet _ 1530093185188_1.wav,quiet ,0
quiet _ 1530093185188_2.wav,quiet ,0
quiet _ 1530093185188_3.wav,quiet ,0
quiet _ 1530093247412_1.wav,quiet ,0
quiet _ 1530093247412_2.wav,quiet ,0
quiet _ 1530093247412_3.wav,quiet ,0
quiet _ 1530093303772_1.wav,quiet ,0
quiet _ 1530093303772_2.wav,quiet ,0
quiet _ 1530093303772_3.wav,quiet ,0
quiet _ 1530093353149_1.wav,quiet ,0
quiet _ 1530093353149_2.wav,quiet ,0
quiet _ 1530093353149_3.wav,quiet ,0
quiet _ 1530093851365 (1)_1.wav,quiet ,0
quiet _ 1530093851365 (1)_2.wav,quiet ,0
quiet _ 1530093851365 (1)_3.wav,quiet ,0
quiet _ 1530093851365 (2)_1.wav,quiet ,0
quiet _ 1530093851365 (2)_2.wav,quiet ,0
quiet _ 1530093851365 (2)_3.wav,quiet ,0
quiet _ 1530093851365 (3)_1.wav,quiet ,0
quiet _ 1530093851365 (3)_2.wav,quiet ,0
quiet _ 1530093851365 (3)_3.wav,quiet ,0
quiet _ 1530283572016_1.wav,quiet ,0
quiet _ 1530283572016_2.wav,quiet ,0
quiet _ 1530283627887_1.wav,quiet ,0
quiet _ 1530283627887_2.wav,quiet ,0
quiet _ 1530283670480_1.wav,quiet ,0
quiet _ 1530283670480_2.wav,quiet ,0
quiet _ 1530350216966.wav,quiet ,0
quiet _ 1558005629169.wav,quiet ,0
quiet _ 1558005683630.wav,quiet ,0
quiet _ 1558005706444.wav,quiet ,0
quiet _ 1558005729708.wav,quiet ,0
quiet _ 1558005755679.wav,quiet ,0
quiet _ 1558005755730.wav,quiet ,0
quiet _ 1558005779357.wav,quiet ,0
quiet _ 1558005828477.wav,quiet ,0
quiet _ 1558005853266.wav,quiet ,0
quiet _ 1558005912212.wav,quiet ,0
quiet _ 1558005941094.wav,quiet ,0
quiet _ 1558005992439.wav,quiet ,0
quiet _ 1558006018179.wav,quiet ,0
quiet _ 1558006180777.wav,quiet ,0
quiet _ 1558006261439.wav,quiet ,0
quiet _ 1558006284230.wav,quiet ,0
quiet _ 1558260651929.wav,quiet ,0
quiet _ 1558260707471.wav,quiet ,0
quiet _ 1558262328069.wav,quiet ,0
quiet _ 1558787928631.wav,quiet ,0
quiet _ 1558868964601.wav,quiet ,0
quiet _ 1558871173476.wav,quiet ,0
quiet _ 1558871217285.wav,quiet ,0
quiet _ 1558871248050.wav,quiet ,0
quiet _ 1558871275173.wav,quiet ,0
quiet _ 1558871304188.wav,quiet ,0
quiet _ 1558957119594.wav,quiet ,0
quiet _ 1558957803374.wav,quiet ,0
quiet _ 1558957803397.wav,quiet ,0
quiet _ 1558957834213.wav,quiet ,0
quiet _ 1558957856743.wav,quiet ,0
quiet _ 1558957880438.wav,quiet ,0
quiet _ 1558957903123.wav,quiet ,0
quiet _ 1558957927015.wav,quiet ,0
quiet _ 1558957954604.wav,quiet ,0
quiet _ 1558957988954.wav,quiet ,0
quiet _ 1558958020090.wav,quiet ,0
quiet _ 1558958047290.wav,quiet ,0
quiet _ 1558958084952.wav,quiet ,0
quiet _ 1558958127283.wav,quiet ,0
quiet _ 1558958152033.wav,quiet ,0
quiet _ 1558958180927.wav,quiet ,0
quiet _ 1558958204491.wav,quiet ,0
quiet _ 1558958227883.wav,quiet ,0
quiet _ 1558958291892.wav,quiet ,0
quiet _ 1558958368384.wav,quiet ,0
quiet _ 1558958393533.wav,quiet ,0
quiet _ 1559066913552.wav,quiet ,0
quiet _ 1559066957692.wav,quiet ,0
quiet _ 1559067007526.wav,quiet ,0
quiet _ 1559067239085.wav,quiet ,0
quiet _ 1559067268753.wav,quiet ,0
quiet _ 1559067449424.wav,quiet ,0
quiet _ 1559067474949.wav,quiet ,0
quiet _ 1559067500971.wav,quiet ,0
quiet _ 1559067525341.wav,quiet ,0
quiet _ 1559067564299.wav,quiet ,0
quiet _ 1559067826086.wav,quiet ,0
quiet _ 1559088920822.wav,quiet ,0
quiet _ 1559089018428.wav,quiet ,0
quiet _ 1559089049841.wav,quiet ,0
quiet _ 1559089080570.wav,quiet ,0
quiet _ 1559089116660.wav,quiet ,0
quiet _ 1559089170007.wav,quiet ,0
quiet _ 1559089224982.wav,quiet ,0
quiet _ 1559089287522.wav,quiet ,0
quiet _ 1559089346512.wav,quiet ,0
quiet _ 1559089387807.wav,quiet ,0
quiet _ 1559234844534.wav,quiet ,0
quiet _ 1559234920240.wav,quiet ,0
quiet _ 1559235029082.wav,quiet ,0
quiet _ 1559235119181.wav,quiet ,0
quiet _ 1559235153327.wav,quiet ,0
quiet _ 1559235335627.wav,quiet ,0
quiet _ 1559235368422.wav,quiet ,0
quiet _ 1559235404845.wav,quiet ,0
quiet _ 1559235439304.wav,quiet ,0
quiet _ 1559235477832.wav,quiet ,0
quiet _ 1559235517104.wav,quiet ,0
quiet _ 1559235555536.wav,quiet ,0
quiet _ 1559235588520.wav,quiet ,0
quiet _ 1559235643567.wav,quiet ,0
quiet _ 1559235676777.wav,quiet ,0
quiet _ 1559256837245.wav,quiet ,0
quiet _ 1559259318070.wav,quiet ,0
quiet _ 1559259362032.wav,quiet ,0
quiet _ 1559287599826.wav,quiet ,0
quiet _ 1559287630880.wav,quiet ,0
quiet _ 1559287659337.wav,quiet ,0
quiet _ 1559287718468.wav,quiet ,0
quiet _ 1559287740771.wav,quiet ,0
quiet _ 1559288200799.wav,quiet ,0
quiet _ 1559289298995.wav,quiet ,0
quiet _ 1559292960827.wav,quiet ,0
quiet _ 1559292998423.wav,quiet ,0
quiet _ 1559293030602.wav,quiet ,0
quiet _ 1559293065586.wav,quiet ,0
quiet _ 1559293106892.wav,quiet ,0
quiet _ 1559293188341.wav,quiet ,0
quiet _ 1559294130099.wav,quiet ,0
quiet _ 1559743803755.wav,quiet ,0
quiet _ 1559743850310.wav,quiet ,0
quiet _ 1559743881297.wav,quiet ,0
quiet _ 1559743909916.wav,quiet ,0
quiet _ 1559743930662.wav,quiet ,0
quiet _ 1559743949784.wav,quiet ,0
quiet _ 1559743987087.wav,quiet ,0
quiet _ 1559744050013.wav,quiet ,0
quiet _ 1559744068312.wav,quiet ,0
quiet _ 1559744121350.wav,quiet ,0
quiet _ 1559744152811.wav,quiet ,0
quiet _ 1575375690278_1.wav,quiet ,0
quiet _ 1575375690278_10.wav,quiet ,0
quiet _ 1575375690278_100.wav,quiet ,0
quiet _ 1575375690278_101.wav,quiet ,0
quiet _ 1575375690278_102.wav,quiet ,0
quiet _ 1575375690278_103.wav,quiet ,0
quiet _ 1575375690278_104.wav,quiet ,0
quiet _ 1575375690278_105.wav,quiet ,0
quiet _ 1575375690278_106.wav,quiet ,0
quiet _ 1575375690278_107.wav,quiet ,0
quiet _ 1575375690278_108.wav,quiet ,0
quiet _ 1575375690278_109.wav,quiet ,0
quiet _ 1575375690278_11.wav,quiet ,0
quiet _ 1575375690278_110.wav,quiet ,0
quiet _ 1575375690278_111.wav,quiet ,0
quiet _ 1575375690278_112.wav,quiet ,0
quiet _ 1575375690278_113.wav,quiet ,0
quiet _ 1575375690278_114.wav,quiet ,0
quiet _ 1575375690278_115.wav,quiet ,0
quiet _ 1575375690278_116.wav,quiet ,0
quiet _ 1575375690278_117.wav,quiet ,0
quiet _ 1575375690278_118.wav,quiet ,0
quiet _ 1575375690278_119.wav,quiet ,0
quiet _ 1575375690278_12.wav,quiet ,0
quiet _ 1575375690278_120.wav,quiet ,0
quiet _ 1575375690278_121.wav,quiet ,0
quiet _ 1575375690278_122.wav,quiet ,0
quiet _ 1575375690278_123.wav,quiet ,0
quiet _ 1575375690278_124.wav,quiet ,0
quiet _ 1575375690278_125.wav,quiet ,0
quiet _ 1575375690278_126.wav,quiet ,0
quiet _ 1575375690278_127.wav,quiet ,0
quiet _ 1575375690278_128.wav,quiet ,0
quiet _ 1575375690278_129.wav,quiet ,0
quiet _ 1575375690278_13.wav,quiet ,0
quiet _ 1575375690278_130.wav,quiet ,0
quiet _ 1575375690278_131.wav,quiet ,0
quiet _ 1575375690278_132.wav,quiet ,0
quiet _ 1575375690278_133.wav,quiet ,0
quiet _ 1575375690278_134.wav,quiet ,0
quiet _ 1575375690278_135.wav,quiet ,0
quiet _ 1575375690278_136.wav,quiet ,0
quiet _ 1575375690278_137.wav,quiet ,0
quiet _ 1575375690278_138.wav,quiet ,0
quiet _ 1575375690278_139.wav,quiet ,0
quiet _ 1575375690278_14.wav,quiet ,0
quiet _ 1575375690278_140.wav,quiet ,0
quiet _ 1575375690278_141.wav,quiet ,0
quiet _ 1575375690278_142.wav,quiet ,0
quiet _ 1575375690278_143.wav,quiet ,0
quiet _ 1575375690278_144.wav,quiet ,0
quiet _ 1575375690278_145.wav,quiet ,0
quiet _ 1575375690278_146.wav,quiet ,0
quiet _ 1575375690278_147.wav,quiet ,0
quiet _ 1575375690278_148.wav,quiet ,0
quiet _ 1575375690278_149.wav,quiet ,0
quiet _ 1575375690278_15.wav,quiet ,0
quiet _ 1575375690278_150.wav,quiet ,0
quiet _ 1575375690278_151.wav,quiet ,0
quiet _ 1575375690278_152.wav,quiet ,0
quiet _ 1575375690278_153.wav,quiet ,0
quiet _ 1575375690278_154.wav,quiet ,0
quiet _ 1575375690278_155.wav,quiet ,0
quiet _ 1575375690278_156.wav,quiet ,0
quiet _ 1575375690278_157.wav,quiet ,0
quiet _ 1575375690278_158.wav,quiet ,0
quiet _ 1575375690278_159.wav,quiet ,0
